id Объекта,Объект,id Ведомственной Организации,Ведомственная Организация,Доступность,Доступность
117707,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117708,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117709,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117710,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117711,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117712,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117713,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117714,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117715,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117716,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117717,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117718,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117719,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117720,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117721,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117722,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117723,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117724,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117725,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117726,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117727,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117728,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117729,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117730,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117731,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117732,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117733,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117734,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117735,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117736,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117737,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117738,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117739,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117740,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117741,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117742,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117743,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117744,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117745,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117746,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117747,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117748,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117749,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117750,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117751,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117752,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117753,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117754,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117755,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117756,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117757,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117758,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117759,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117760,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117761,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117762,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117763,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117764,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117765,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117766,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117767,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117768,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117769,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117770,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117771,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117772,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117773,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117774,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117775,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117776,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117777,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117778,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117779,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117780,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117781,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117782,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117783,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117784,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117785,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117786,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117787,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117788,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117789,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117790,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117791,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117792,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117793,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117794,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117795,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117796,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117797,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117798,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117799,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117800,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117801,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117802,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117803,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117804,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117805,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117806,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117807,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117808,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117809,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117810,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117811,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117812,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117813,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117814,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117815,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117816,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117817,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117818,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117819,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117820,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117821,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117823,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117824,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117825,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117826,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117827,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117828,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117829,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117830,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117831,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117832,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117833,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117835,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117836,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117837,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117838,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117839,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117840,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117841,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117842,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117843,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117844,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117845,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117846,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117847,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117848,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117849,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117850,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117851,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117852,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117853,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117854,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117855,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117856,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117858,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117859,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117860,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117861,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117862,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117863,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117864,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117865,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117866,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117867,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117868,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117869,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117870,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117871,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117872,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117873,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117874,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117875,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117876,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117877,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117878,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117879,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117880,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117881,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117882,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117883,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117884,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117885,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117886,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117887,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117888,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117889,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117890,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117891,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117892,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117893,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117894,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117896,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117897,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117898,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117899,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117900,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117901,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117902,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117903,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117904,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117905,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117906,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117907,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117908,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117909,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117910,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117911,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117912,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117913,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117914,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117915,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117916,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117917,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117918,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117919,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117920,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117921,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117922,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
117923,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
